Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Quantity of Asset Sent,Asset Received(SYMBOL),Quantity of Asset Received,Fee Paid In(SYMBOL),Quantity of Fee Paid,Tds Paid In(SYMBOL),Quantity of Tds Paid,Transaction Hash
2022-09-02,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-02,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-03,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-03,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-03,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-04,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-04,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-04,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-05,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-05,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-05,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-06,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-06,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-07,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-07,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-08,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-08,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-09,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-09,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-10,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-10,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-11,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-11,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-11,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-12,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-12,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-13,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-13,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-14,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-14,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-15,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-15,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-16,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-16,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-17,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-17,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-18,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-18,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-19,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-19,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-20,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-20,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-21,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-21,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-22,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-22,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-23,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-23,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-24,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-24,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-24,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-25,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-25,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-25,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-26,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-26,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-27,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-27,17:39:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-28,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-28,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-28,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-29,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-29,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-29,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-09-30,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-09-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-09-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-09-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-09-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-09-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-09-30,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-09-30,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-10-01,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-10-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-10-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-10-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-10-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-10-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-10-01,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-10-01,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-10-02,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-10-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-10-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-10-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-10-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-10-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-10-02,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-10-02,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.6781340800000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2022-10-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2022-10-03,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.5809379400000000",,,,,
2022-10-03,17:38:00,INTEREST,powerpiggy_lock_interest_income,,,"xrp","0.4229487400000000",,,,,
2022-10-04,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
